ResponseId,UserLanguage,consent,employment_status,role_type,role_type_11_TEXT,misinfo_intro,misinfo_attitudes_general,misinfo_attitudes_companies,misinfo_attitudes_platforms,attitudes_recommend,stated_ad_check,stated_consumer_reaction,consumer_info_demand,consumer_info_demand_yes,info_session_self_reported_demand,info_session_link_clicked,requests_full_ad_check,,prior_companies_1,prior_own_company,prior_own_comapny_c,prior_platforms_1,info_treatment,posterior_belief_1,platform_choice,donation,headquarter,num_employees,duration_of_role,industry,industry_11_TEXT,uses_digital_ads,gender,trust,bias,purpose,feedback,info_group,stated_preferences_8,stated_preferences_9,initial_beliefs_1_1,initial_beliefs_3_1,posterior_belief_old_1,stated_consumer,US_HQ,treated,prior_belief_platforms,posterior_belief,belief_own_company_yes,belief_own_company_no,prior_own_company_c,own_company_certainty,own_company_confidence_belief,female,male,digital_ad_use_yes,full_time_employee,part_time_employee,exec,marketing_role,big_business,no_info_demand,info_demand_yes,long_role,not_biased,appeared_on_misinfo,appears_in MP_data,final_role_type,platform_choice_misinfo,final_marketing
R_1IMk0U3RkretC1E,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Engineering and architecture occupation  (e.g. engineers, architects, engineering and mapping technicians, etc.)",,I have carefully read the above information.,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,0,,10000,No,Sure,50,I have carefully read the above information.,10000,I would not like to receive this information.,DataKind,Saudi Arabia,0 to 10,Between 5 years to less than 10 years,Other (please specify),construction consultancy,Yes,Male,Somewhat agree,Slightly left-wing biased,to increase sensitivity towards misinformation,,Treatment,,,0,0,0,,0,1,50,10000,0,1,Sure,Certain,Certain - No,0,1,1,1,0,0,0,0,1,0,1,0,0,0,"Engineering and architecture occupation  (e.g. engineers, architects, engineering and mapping technicians, etc.)",0,0
R_D11KfMu9pbiDrjP,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,90,Yes,Unsure,90,,100000000,I would not like to receive this information.,The Global Disinformation Index,United States of America,"More than 10,000",Less than 1 year,Technology,,I don't know,Prefer not to say,Neither agree nor disagree,Not biased,To understand the use of platforms to reduce misinfo,,Control,,,0,0,0,,1,0,90,100000000,1,0,Unsure,Uncertain,Uncertain - Yes,0,0,0,1,0,0,0,1,1,0,0,1,0,0,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",0,0
R_1HcKpDrodwhf0zn,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,0,,30,No,Unsure,40,,20,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,United States of America,"1001 to 10,000",Between 1 year to less than 5 years,Technology,,Yes,Male,Agree,Not biased,Understand people's awareness about Disinformation websites  ,,Control,,,0,0,0,,1,0,40,20,0,1,Unsure,Uncertain,Uncertain - No,0,1,1,1,0,0,0,1,0,1,0,1,0,0,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",1,0
R_yI9EamTKR7G12TL,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Contract or temporary work,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I have signed up for this consultation.,0,1,,200,No,Very sure,180,I have carefully read the above information.,75,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,Ethiopia,0 to 10,Between 1 year to less than 5 years,Technology,,Yes,Female,Strongly agree,Slightly left-wing biased,to know the digital websight advertizing information quality and trustworthyness,,Treatment,,,0,0,0,,0,1,180,75,0,1,Very sure,Certain,Certain - No,1,0,1,0,1,0,0,0,0,1,0,0,0,0,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",1,0
R_1ojLvj6uYK9G2hu,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,50,No,Somewhat sure,30,,30,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Kenya,101 to 1000,20 or more years,Technology,,Yes,Male,Agree,Not biased,to evaluate misinformation and bias,,Control,,,0,0,0,,0,0,30,30,0,1,Somewhat sure,Certain,Certain - No,0,1,1,1,0,1,0,1,1,0,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_3pINalGpR7gO1ln,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,0,1,,60,Yes,Somewhat sure,15,,85,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Brazil,101 to 1000,Between 1 year to less than 5 years,Natural Gas & Electric,,Yes,Male,Strongly agree,Slightly left-wing biased,Identify the value companies put on the quality of websites their adds are being displayed.,,Control,,,0,0,0,,0,0,15,85,1,0,Somewhat sure,Certain,Certain - Yes,0,1,1,1,0,1,0,1,0,1,0,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_4O6v4j7HFLoXO93,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,1,1,,10000000,No,Somewhat sure,70,I have carefully read the above information.,40,I would not like to receive this information.,DataKind,Colombia,"1001 to 10,000",20 or more years,Natural Gas & Electric,,I don't know,Female,Agree,Not biased,,,Treatment,,,0,0,0,,0,1,70,40,0,1,Somewhat sure,Certain,Certain - No,1,0,0,1,0,0,0,1,1,0,1,1,0,0,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",0,0
R_28Yh3HrBYzzH00m,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,1,1,,75,No,Unsure,75,,75,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,"1001 to 10,000",Between 1 year to less than 5 years,Technology,,I don't know,Male,Somewhat agree,Not biased,,,Control,,,0,0,0,,1,0,75,75,0,1,Unsure,Uncertain,Uncertain - No,0,1,0,1,0,0,1,1,0,1,0,1,1,1,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",1,0
R_4HrJk5ZszRTqHgR,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I have signed up for this consultation.,0,1,,10,Yes,Sure,10,I have carefully read the above information.,8,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Sri Lanka,"More than 10,000",Between 10 years to less than 20 years,"Apparel, Accessories or Cosmetics",,Yes,Male,Strongly agree,Not biased,,,Treatment,,,0,0,0,,0,1,10,8,1,0,Sure,Certain,Certain - Yes,0,1,1,1,0,1,0,1,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_2z8djA0JsdXrNOM,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,80,No,Somewhat sure,80,,90,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,United States of America,0 to 10,Between 10 years to less than 20 years,Business Solutions,,No,Male,Strongly agree,Slightly left-wing biased,"Hard to tell; it is a mix of gathering and sharing information, which is unusual for surveys. I didn't mind, it just took some getting used to. ","When I say that I found it ""slightly left-wing,"" it would been easy for me to say ""not biased."" It feels like the center (and the right) wants to pretend that misinformation is not a omnipresent presence online. I would say ""balanced,"" rather than ""not biased.""",Control,,,0,0,0,,1,0,80,90,0,1,Somewhat sure,Certain,Certain - No,0,1,0,0,0,1,0,0,0,1,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_2YXlwUJ9Vh24ok9,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,20,No,Somewhat sure,15,,10,I would not like to receive this information.,DataKind,Philippines,"1001 to 10,000",20 or more years,Other (please specify),Professional Services Firm,Yes,Female,Agree,Not biased,To understand the role of disruptive technology ,,Control,,,0,0,0,,0,0,15,10,0,1,Somewhat sure,Certain,Certain - No,1,0,1,1,0,1,0,1,1,0,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_XYbg4HP5KKWoAjT,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,0,1,,50,Yes,Somewhat sure,30,,20,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Switzerland,"More than 10,000",Between 5 years to less than 10 years,Finance,,Yes,Female,Agree,Not biased,Understand sentiments and beliefs,,Control,,,0,0,0,,0,0,30,20,1,0,Somewhat sure,Certain,Certain - Yes,1,0,1,1,0,0,1,1,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_UnKVty3TTqUXouR,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Somewhat agree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,0,,30,No,Sure,30,I have carefully read the above information.,30,I would not like to receive this information.,The Global Disinformation Index,Poland,0 to 10,Between 5 years to less than 10 years,Business Solutions,,No,Female,Agree,Not biased,To prevent spread of missleading information.,,Treatment,,,0,0,0,,0,1,30,30,0,1,Sure,Certain,Certain - No,1,0,0,0,0,1,0,0,1,0,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_3eh8rypoysKeHZ7,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,65,No,Very sure,11,,23,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,United States of America,"1001 to 10,000",Between 10 years to less than 20 years,Other (please specify),Tobacco,No,Male,Agree,Not biased,Assess awareness on the topic and gain more insights,,Control,,,0,0,0,,1,0,11,23,0,1,Very sure,Certain,Certain - No,0,1,0,1,0,0,1,1,0,1,1,1,1,1,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_3oY3P73KMOsplWz,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,95,No,Very sure,95,,60,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,United States of America,0 to 10,Between 5 years to less than 10 years,Health,,No,Male,Agree,Slightly left-wing biased,find selected partners ,,Control,,,0,0,0,,1,0,95,60,0,1,Very sure,Certain,Certain - No,0,1,0,1,0,1,0,0,0,1,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_UbUlxac0JMxfiql,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,0,,50,Yes,Somewhat sure,50,I have carefully read the above information.,80,I would not like to receive this information.,The Global Disinformation Index,United States of America,"1001 to 10,000",20 or more years,Education,,Yes,Female,Neither agree nor disagree,Not biased,,,Treatment,,,0,0,0,,1,1,50,80,1,0,Somewhat sure,Certain,Certain - Yes,1,0,1,1,0,0,0,1,1,0,1,1,1,1,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",0,0
R_3CPfmGyvHLlIJjh,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,1,,70,No,Very unsure,1,,1,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,United States of America,101 to 1000,20 or more years,Technology,,Yes,Female,Agree,Slightly left-wing biased,Stop misinformation ,,Control,,,0,0,0,,1,0,1,1,0,1,Very unsure,Uncertain,Uncertain - No,1,0,1,1,0,0,1,1,1,0,1,0,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_2PBbxTXXWOcBArb,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people switched away from getting the company's products or services.,1,I have signed up for this consultation.,0,0,,60,No,Very sure,40,,10,I would like to know which platforms least frequently place companies' ads on misinformation websites.,The Global Disinformation Index,Slovakia,0 to 10,Between 1 year to less than 5 years,Technology,,No,Male,Agree,Not biased,understanding propensity to act upon fake/misleading websites,,Control,,,0,0,0,,0,0,40,10,0,1,Very sure,Certain,Certain - No,0,1,0,1,0,1,0,0,0,1,0,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",1,0
R_1mlPcLQHp9LjMf2,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I have signed up for this consultation.,1,1,,50,No,Sure,3,,50,I would like to know which types of analytics technologies are used to improve ad performance.,The Global Disinformation Index,Mexico,11 to 100,Between 10 years to less than 20 years,Industrial,,Yes,Male,Agree,Not biased,Misinformation Information & Software used to avoid,Provide suppliers in LATAM.  My company has operations in multiple countries in Latin America,Control,,,0,0,0,,0,0,3,50,0,1,Sure,Certain,Certain - No,0,1,1,0,0,1,0,0,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_1dHyQVrR0YRDhDY,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Legal occupation  (e.g. lawyers, judges, legal support workers, etc.)",,I have carefully read the above information.,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,0,,100,No,Unsure,8,I have carefully read the above information.,80,I would not like to receive this information.,The Global Disinformation Index,Spain,11 to 100,Between 5 years to less than 10 years,Other (please specify),Legal services,No,Male,Strongly agree,Not biased,Perceived negative impact on advertising in missinformation and hate speech websites,,Treatment,,,0,0,0,,0,1,8,80,0,1,Unsure,Uncertain,Uncertain - No,0,1,0,1,0,0,0,0,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_yW5kUhsAMNALpTz,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I would not like to sign up for this consultation.,0,1,,25,No,Very sure,20,,40,I would not like to receive this information.,The Global Disinformation Index,United States of America,11 to 100,Between 5 years to less than 10 years,Technology,,No,Female,Agree,Not biased,To better understand the ethics surrounding digital advertising ,,Control,,,0,0,0,,1,0,20,40,0,1,Very sure,Certain,Certain - No,1,0,0,1,0,0,1,0,0,1,1,1,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_268VrjGZ8jp3EkH,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",,I have carefully read the above information.,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,0,,100,No,Unsure,100,I have carefully read the above information.,10,I would not like to receive this information.,DataKind,United States of America,"More than 10,000",Between 5 years to less than 10 years,Technology,,Yes,Female,Strongly disagree,Not biased,Advertising in untrustworthy webs,,Treatment,,,0,0,0,,1,1,100,10,0,1,Unsure,Uncertain,Uncertain - No,1,0,1,1,0,0,0,1,0,1,1,1,0,0,"Operations manager  (e.g. managers of administrative services or facilities; computer or information systems; compensation, benefits or purchasing, finance; human resources or training; industrial production; logistics; etc.)",0,0
R_a8ENof2FUpu5dG9,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,Other occupation (please specify):,Fundraising Director,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,65,No,Sure,75,I have carefully read the above information.,75,I would like to know which types of analytics technologies are used to improve ad performance.,DataKind,Canada,11 to 100,Between 1 year to less than 5 years,Other (please specify),Non-profit,Yes,Male,Strongly agree,Slightly left-wing biased,To inform as well as data gathering,,Treatment,,,0,0,0,,0,1,75,75,0,1,Sure,Certain,Certain - No,0,1,1,1,0,0,0,0,0,1,0,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_28ICjmXybbXN7QF,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,Other occupation (please specify):,Leader at design studio ,I have carefully read the above information.,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,0,,95,No,Very sure,95,,55,I would not like to receive this information.,DataKind,United States of America,11 to 100,Between 1 year to less than 5 years,Health,,No,Prefer not to say,Neither agree nor disagree,Slightly left-wing biased,,,Control,,,0,0,0,,1,0,95,55,0,1,Very sure,Certain,Certain - No,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Other occupation (please specify):,0,0
R_3nvjbPGVLQDhQIr,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Self-employed or small business owner,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,70,No,Unsure,90,,10,I would not like to receive this information.,The Global Disinformation Index,United States of America,0 to 10,Between 10 years to less than 20 years,Other (please specify),Fitness/Martial Arts,Yes,Male,Agree,Slightly left-wing biased,Get information,,Control,,,0,0,0,,1,0,90,10,0,1,Unsure,Uncertain,Uncertain - No,0,1,1,0,0,0,0,0,0,1,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
R_d6ZGa4Tr2prmYE1,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Agree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,0,,9,No,Very sure,30,,20,I would not like to receive this information.,The Global Disinformation Index,United States of America,"1001 to 10,000",Between 1 year to less than 5 years,Other (please specify),Software,Yes,Female,Agree,Slightly left-wing biased,,,Control,,,0,0,0,,1,0,30,20,0,1,Very sure,Certain,Certain - No,1,0,1,1,0,0,1,1,1,0,0,0,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_1dmeG9Mclg5Gu2V,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",,I have carefully read the above information.,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,0,,90,Yes,Unsure,90,I have carefully read the above information.,55,I would not like to receive this information.,The Global Disinformation Index,United States of America,101 to 1000,Between 5 years to less than 10 years,Education,,Yes,Female,Somewhat disagree,Slightly left-wing biased,I'm not sure and honestly I found it slightly confusing. More context as to why I was receiving this survey and who the results will benefit would have been helpful.,,Treatment,,,0,0,0,,1,1,90,55,1,0,Unsure,Uncertain,Uncertain - Yes,1,0,1,1,0,0,0,1,0,1,1,0,0,0,"Other manager  (managers in all other fields, e.g. science, engineering or architecture; agriculture; construction; education or childcare administration; service provider managers; property or personal managers, etc.)",0,0
R_1g6fsYp3rGHHSCG,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,I would like to find out how many people opted to sign a petition to voice concerns about company practices online.,1,I have signed up for this consultation.,1,0,,90,No,Very sure,90,I have carefully read the above information.,150,I would like to know which platforms least frequently place companies' ads on misinformation websites.,DataKind,Brazil,101 to 1000,Between 1 year to less than 5 years,Travel,,Yes,Female,Strongly agree,Slightly left-wing biased,Alert companies of digital advertising risk in promoting mislead information websites,,Treatment,,,0,0,0,,0,1,90,150,0,1,Very sure,Certain,Certain - No,1,0,1,1,0,0,1,1,0,1,0,0,0,0,"Manager of advertising, marketing, promotions, public relations or sales ",1,1
R_10I46iBRKbROcSs,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",,I have carefully read the above information.,Strongly agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,0,,896999,Yes,Unsure,15,I have carefully read the above information.,6,I would not like to receive this information.,DataKind,Turkey,0 to 10,Less than 1 year,"Telecommunications, ISP or Cable Provider",,Yes,Female,Somewhat agree,Slightly left-wing biased,,,Treatment,,,0,0,0,,0,1,15,6,1,0,Unsure,Uncertain,Uncertain - Yes,1,0,1,1,0,0,0,0,0,1,0,0,0,0,"Computer and mathematical occupation  (all mathematics, data and IT-related occupations, e.g. statisticians, web developers, computer programmers, database and network administrators, actuaries, computer scientists, etc.)",0,0
R_3oWUsbT6yeby8o4,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee,"Manager of advertising, marketing, promotions, public relations or sales ",,I have carefully read the above information.,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Somewhat agree,I would like to find out how many people switched away from getting the company's products or services.,1,I would not like to sign up for this consultation.,0,1,,97,Yes,Somewhat sure,4,,75,I would not like to receive this information.,The Global Disinformation Index,United States of America,"More than 10,000",Between 10 years to less than 20 years,Technology,,Yes,Male,Agree,Not biased,,,Control,,,0,0,0,,1,0,4,75,1,0,Somewhat sure,Certain,Certain - Yes,0,1,1,1,0,0,1,1,0,1,1,1,1,1,"Manager of advertising, marketing, promotions, public relations or sales ",0,1
R_3s4WbUFP1InRQaN,EN,I AGREE to participate in this study and confirm that I am at least 18 years old,Full-time employee," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",,I have carefully read the above information.,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,I would not like to receive this information.,0,I would not like to sign up for this consultation.,0,0,,99,No,Somewhat sure,100,I have carefully read the above information.,80,I would not like to receive this information.,The Global Disinformation Index,Afghanistan,"More than 10,000",20 or more years,Travel,,I don't know,Non-binary / third gender,Somewhat disagree,Slightly left-wing biased,,,Treatment,,,0,0,0,,0,1,100,80,0,1,Somewhat sure,Certain,Certain - No,0,0,0,1,0,1,0,1,1,0,1,0,0,0," Top executive (e.g. chief executives, general and operations managers of multiple departments or locations, legislators)",0,0
